,transaction_id,user_id,merchant_id,amount,timestamp,geo_location,device_id,merchant_category,city,fraud_score,fraud_reasons,is_fraud,distance_from_home_km
36,2025-11-20T13:12:17.711981Z,271,28,27757.59,2025-11-20T13:11:55.711981Z,"[21.233093, 79.154425]",web_edge,travel,Pune,2,['new_device'],1,13.76
37,e125595c-21b0-4660-90d7-cbd2ef3e63d6,111,6,2098.2,2025-11-20T13:05:54.894309Z,"[17.591861, 83.311584]",windows_11_chrome,shopping,Bangalore,2,['new_device'],1,14.75
38,2025-11-20T13:06:20.894309Z,111,6,2316.84,2025-11-20T13:05:54.894309Z,"[17.591861, 83.311584]",windows_11_chrome,shopping,Bangalore,2,['new_device'],1,14.75
39,2025-11-20T13:06:04.894309Z,111,6,2916.73,2025-11-20T13:05:54.894309Z,"[17.591861, 83.311584]",windows_11_chrome,shopping,Bangalore,2,['new_device'],1,14.75
40,3bf72bd8-055f-4414-85ff-37c297bdd1cc,23,36,1901.29,2025-11-20T22:31:21.056104Z,"[13.024705, 77.694263]",ios_16_iphone14,utilities,Indore,0,[],0,12.25
41,2025-11-20T22:31:43.056104Z,23,36,1531.82,2025-11-20T22:31:21.056104Z,"[13.024705, 77.694263]",ios_16_iphone14,utilities,Indore,0,[],0,12.25
42,2025-11-20T22:31:40.056104Z,23,36,2028.41,2025-11-20T22:31:21.056104Z,"[13.024705, 77.694263]",ios_16_iphone14,utilities,Indore,0,[],0,12.25
43,2025-11-20T22:31:35.056104Z,23,36,1271.28,2025-11-20T22:31:21.056104Z,"[13.024705, 77.694263]",ios_16_iphone14,utilities,Indore,0,[],0,12.25
44,2025-11-20T22:31:47.056104Z,23,36,1371.83,2025-11-20T22:31:21.056104Z,"[13.024705, 77.694263]",ios_16_iphone14,utilities,Indore,0,[],0,12.25
45,850a6245-0d35-4987-bb88-04418c2f0d69,69,36,3953.11,2025-11-20T12:44:53.259501Z,"[21.257407, 72.746294]",web_opera,utilities,Indore,0,[],0,15.3
46,2025-11-20T12:45:00.259501Z,69,36,5511.89,2025-11-20T12:44:53.259501Z,"[21.257407, 72.746294]",web_opera,utilities,Indore,0,[],0,15.3
47,2025-11-20T12:45:17.259501Z,69,36,4676.95,2025-11-20T12:44:53.259501Z,"[21.257407, 72.746294]",web_opera,utilities,Indore,0,[],0,15.3
48,2025-11-20T12:45:09.259501Z,69,36,4890.44,2025-11-20T12:44:53.259501Z,"[21.257407, 72.746294]",web_opera,utilities,Indore,0,[],0,15.3
49,a28086d2-5756-4e23-a2c1-3534365fb809,95,2,5218.75,2025-11-20T14:35:54.442923Z,"[12.977068, 80.404903]",web_opera,grocery,Kolkāta,3,"['new_device', 'off_hours']",1,16.02
50,2025-11-20T14:36:12.442923Z,95,2,6247.04,2025-11-20T14:35:54.442923Z,"[12.977068, 80.404903]",android_11_samsung,grocery,Kolkāta,3,"['new_device', 'off_hours']",1,16.02
51,2025-11-20T14:36:12.442923Z,95,2,4423.75,2025-11-20T14:35:54.442923Z,"[12.977068, 80.404903]",web_opera,grocery,Kolkāta,3,"['new_device', 'off_hours']",1,16.02
52,2025-11-20T14:36:03.442923Z,95,2,7137.49,2025-11-20T14:35:54.442923Z,"[12.977068, 80.404903]",web_opera,grocery,Kolkāta,3,"['new_device', 'off_hours']",1,16.02
53,583dc147-a6c2-4da0-a945-1f85c00d33e0,201,59,275.93,2025-11-20T19:41:59.625399Z,"[21.255601, 78.982683]",android_10_oneplus,food,Delhi,2,['new_device'],1,17.21
54,2025-11-20T19:42:00.625399Z,201,59,349.17,2025-11-20T19:41:59.625399Z,"[21.255601, 78.982683]",android_10_oneplus,food,Delhi,2,['new_device'],1,17.21
55,2025-11-20T19:42:13.625399Z,201,59,403.19,2025-11-20T19:41:59.625399Z,"[21.255601, 78.982683]",android_10_oneplus,food,Delhi,2,['new_device'],1,17.21
56,2025-11-20T19:42:23.625399Z,201,59,395.62,2025-11-20T19:41:59.625399Z,"[21.255601, 78.982683]",android_10_oneplus,food,Delhi,2,['new_device'],1,17.21
57,2025-11-20T19:42:29.625399Z,201,59,341.7,2025-11-20T19:41:59.625399Z,"[21.255601, 78.982683]",android_11_samsung,food,Delhi,2,['new_device'],1,17.21
58,68880997-5f12-4e45-8fda-9bcdd8c89c73,58,59,483.31,2025-11-20T09:07:17.828637Z,"[26.503922, 80.235529]",android_13_pixel7,food,Delhi,2,['new_device'],1,10.84
59,2025-11-20T09:07:28.828637Z,58,59,372.66,2025-11-20T09:07:17.828637Z,"[26.503922, 80.235529]",android_13_pixel7,food,Delhi,2,['new_device'],1,10.84
60,2025-11-20T09:07:43.828637Z,58,59,378.56,2025-11-20T09:07:17.828637Z,"[26.503922, 80.235529]",android_13_pixel7,food,Delhi,2,['new_device'],1,10.84
61,2025-11-20T09:07:20.828637Z,58,59,392.15,2025-11-20T09:07:17.828637Z,"[26.503922, 80.235529]",android_13_pixel7,food,Delhi,2,['new_device'],1,10.84
62,2025-11-20T09:07:35.828637Z,58,59,456.07,2025-11-20T09:07:17.828637Z,"[26.503922, 80.235529]",web_chrome,food,Delhi,2,['new_device'],1,10.84
63,92e87ee2-09a6-4862-a721-6c014def5022,282,23,30.89,2025-11-20T09:48:57.031539Z,"[13.048103, 77.492373]",ios_17_iphone15,entertainment,Hyderābād,2,['new_device'],1,9.31
64,406dad65-2adb-40a8-9f78-c0076335c391,23,22,3671.39,2025-11-20T20:27:48.153097Z,"[12.913253, 77.636033]",macos_ventura_safari,entertainment,Nāgpur,2,['new_device'],1,10.33
65,2025-11-20T20:28:05.153097Z,23,22,5306.34,2025-11-20T20:27:48.153097Z,"[12.913253, 77.636033]",macos_ventura_safari,entertainment,Nāgpur,2,['new_device'],1,10.33
66,2025-11-20T20:28:17.153097Z,23,22,2025.0,2025-11-20T20:27:48.153097Z,"[12.913253, 77.636033]",macos_ventura_safari,entertainment,Nāgpur,2,['new_device'],1,10.33
67,4f80fa42-7f27-4a15-aef0-75609761d698,188,55,37771.73,2025-11-20T20:02:04.315657Z,"[22.643935, 88.321414]",android_12_pixel,travel,Lucknow,2,['new_device'],1,15.04
68,2025-11-20T20:02:05.315657Z,188,55,22314.76,2025-11-20T20:02:04.315657Z,"[22.643935, 88.321414]",android_12_pixel,travel,Lucknow,2,['new_device'],1,15.04
69,2025-11-20T20:02:13.315657Z,188,55,54723.37,2025-11-20T20:02:04.315657Z,"[22.643935, 88.321414]",android_12_pixel,travel,Lucknow,2,['new_device'],1,15.04
70,2025-11-20T20:02:10.315657Z,188,55,51185.91,2025-11-20T20:02:04.315657Z,"[22.643935, 88.321414]",android_12_pixel,travel,Lucknow,2,['new_device'],1,15.04
71,4e24993e-7743-44d9-a6fd-ad9df6557463,255,39,1866.02,2025-11-20T07:20:34.498902Z,"[13.173936, 80.247581]",web_safari,grocery,Kolkāta,0,[],0,13.73
72,2025-11-20T07:20:55.498902Z,255,39,2737.09,2025-11-20T07:20:34.498902Z,"[13.173936, 80.247581]",web_safari,grocery,Kolkāta,0,[],0,13.73
73,2025-11-20T07:21:01.498902Z,255,39,2312.84,2025-11-20T07:20:34.498902Z,"[13.173936, 80.247581]",web_safari,grocery,Kolkāta,0,[],0,13.73
74,c4afb5fe-33b0-4012-b452-9eb3ab78d63f,237,29,3627.89,2025-11-20T09:01:07.661421Z,"[18.392346, 73.795947]",ios_17_iphone15,grocery,Sūrat,2,['new_device'],1,13.87
75,261068d7-41e2-4742-91c2-ad9bf02e8085,282,27,8.56,2025-11-20T14:35:55.782686Z,"[13.050501, 77.657221]",windows_11_chrome,travel,Chennai,3,"['new_device', 'off_hours']",1,12.28
76,2025-11-20T14:36:10.782686Z,282,27,8.33,2025-11-20T14:35:55.782686Z,"[13.050501, 77.657221]",windows_11_chrome,travel,Chennai,3,"['new_device', 'off_hours']",1,12.28
77,2025-11-20T14:36:13.782686Z,282,27,7.44,2025-11-20T14:35:55.782686Z,"[13.050501, 77.657221]",windows_11_chrome,travel,Chennai,3,"['new_device', 'off_hours']",1,12.28
78,ff15a4c3-dba6-410e-b086-50f2abd35c2c,245,19,102.4,2025-11-20T21:03:19.944786Z,"[21.177041, 72.795216]",android_10_oneplus,utilities,Kolkāta,2,['new_device'],1,6.02
79,1783a952-563f-49f3-aacc-807291da8e10,171,53,932.1,2025-11-20T07:09:28.066826Z,"[22.790947, 75.913351]",ios_16_iphone14,entertainment,Hyderābād,2,['new_device'],1,16.2
80,2025-11-20T07:09:31.066826Z,171,53,734.41,2025-11-20T07:09:28.066826Z,"[22.790947, 75.913351]",ios_16_iphone14,entertainment,Hyderābād,2,['new_device'],1,16.2
81,2025-11-20T07:09:43.066826Z,171,53,789.29,2025-11-20T07:09:28.066826Z,"[22.790947, 75.913351]",ios_16_iphone14,entertainment,Hyderābād,2,['new_device'],1,16.2
82,2025-11-20T07:09:54.066826Z,171,53,743.3,2025-11-20T07:09:28.066826Z,"[22.790947, 75.913351]",ios_16_iphone14,entertainment,Hyderābād,2,['new_device'],1,16.2
83,2025-11-20T07:09:54.066826Z,171,53,1258.19,2025-11-20T07:09:28.066826Z,"[22.790947, 75.913351]",ios_16_iphone14,entertainment,Hyderābād,2,['new_device'],1,16.2
84,b628c0fa-2c20-433c-b382-85d8fbe61f80,89,50,71.55,2025-11-20T20:00:10.269968Z,"[18.501533, 73.832738]",android_12_pixel,grocery,Mumbai,2,['new_device'],1,3.42
85,62c641f6-a54b-4bd2-86e5-79fdf08b771e,191,1,16575.29,2025-11-20T13:51:20.391571Z,"[22.633682, 75.7577]",ios_16_iphone14,utilities,Mumbai,2,['new_device'],1,14.1
86,2025-11-20T13:51:24.391571Z,191,1,16677.2,2025-11-20T13:51:20.391571Z,"[22.633682, 75.7577]",ios_16_iphone14,utilities,Mumbai,2,['new_device'],1,14.1
87,2025-11-20T13:51:38.391571Z,191,1,11132.02,2025-11-20T13:51:20.391571Z,"[22.633682, 75.7577]",ios_16_iphone14,utilities,Mumbai,2,['new_device'],1,14.1
88,fad3e1dc-6515-4063-8f08-7c52368226b6,126,4,126.44,2025-11-20T13:07:06.554064Z,"[17.758352, 83.299332]",ios_17_iphone15,food,Bangalore,2,['new_device'],1,8.27
89,a8d8a7c8-a5ef-423e-a255-29828ed9cf9b,100,45,14965.0,2025-11-20T12:09:03.674962Z,"[26.774474, 75.887157]",ios_17_iphone15,utilities,Ahmedabad,2,['new_device'],1,17.19
90,57014711-2960-464d-98e2-7ff238600d65,122,46,41220.75,2025-11-20T08:00:23.795692Z,"[26.854857, 75.883869]",web_safari,travel,Vishākhapatnam,2,['new_device'],1,11.51
91,1c12971d-d473-4708-815f-1da2c9a1c5eb,83,54,337.41,2025-11-20T14:35:56.917081Z,"[26.557901, 80.281454]",windows_11_chrome,utilities,Ahmedabad,2,['new_device'],1,10.14
92,2025-11-20T14:36:12.917081Z,83,54,392.03,2025-11-20T14:35:56.917081Z,"[26.557901, 80.281454]",windows_11_chrome,utilities,Ahmedabad,2,['new_device'],1,10.14
93,2025-11-20T14:36:05.917081Z,83,54,208.63,2025-11-20T14:35:56.917081Z,"[26.557901, 80.281454]",windows_11_chrome,utilities,Ahmedabad,2,['new_device'],1,10.14
94,52b8b409-80c7-4084-bcc5-f8e94d4debf5,152,14,18400.23,2025-11-20T09:33:24.080885Z,"[13.029884, 77.515812]",ios_17_iphone15,utilities,Mumbai,2,['new_device'],1,8.1
95,2025-11-20T09:33:50.080885Z,152,14,23232.27,2025-11-20T09:33:24.080885Z,"[13.029884, 77.515812]",ios_17_iphone15,utilities,Mumbai,2,['new_device'],1,8.1
96,2025-11-20T09:33:37.080885Z,152,14,10455.2,2025-11-20T09:33:24.080885Z,"[13.029884, 77.515812]",ios_17_iphone15,utilities,Mumbai,2,['new_device'],1,8.1
97,2025-11-20T09:33:40.080885Z,152,14,16128.22,2025-11-20T09:33:24.080885Z,"[13.029884, 77.515812]",ios_17_iphone15,utilities,Mumbai,2,['new_device'],1,8.1
98,af1bc1ef-9b9e-4d8d-afb6-e90688800e4f,221,22,738.0,2025-11-20T19:09:55.263219Z,"[12.902279, 77.549952]",android_10_oneplus,entertainment,Nāgpur,0,[],0,9.49
99,1621cce9-2590-4567-b195-7d3efdcd09f2,127,53,127.76,2025-11-20T19:21:40.384428Z,"[17.781716, 83.332357]",web_opera,entertainment,Hyderābād,2,['new_device'],1,11.34
100,a47d4447-1a88-4b20-90a7-811f3f3be646,252,1,141.74,2025-11-20T20:57:45.506003Z,"[22.692297, 88.373132]",web_edge,utilities,Mumbai,2,['new_device'],1,13.51
101,2025-11-20T20:57:52.506003Z,252,1,187.81,2025-11-20T20:57:45.506003Z,"[22.692297, 88.373132]",web_edge,utilities,Mumbai,2,['new_device'],1,13.51
102,2025-11-20T20:58:09.506003Z,252,1,108.66,2025-11-20T20:57:45.506003Z,"[22.692297, 88.373132]",android_11_samsung,utilities,Mumbai,2,['new_device'],1,13.51
103,a0ece81d-8b05-414a-a1b0-aad3d8a259bf,225,1,10178.87,2025-11-20T07:43:18.668606Z,"[17.368484, 78.421206]",android_13_pixel7,utilities,Mumbai,2,['new_device'],1,8.0
104,2025-11-20T07:43:29.668606Z,225,1,6078.29,2025-11-20T07:43:18.668606Z,"[17.368484, 78.421206]",android_13_pixel7,utilities,Mumbai,2,['new_device'],1,8.0
105,2025-11-20T07:43:41.668606Z,225,1,8393.59,2025-11-20T07:43:18.668606Z,"[17.368484, 78.421206]",web_chrome,utilities,Mumbai,2,['new_device'],1,8.0
106,2025-11-20T07:43:42.668606Z,225,1,12337.13,2025-11-20T07:43:18.668606Z,"[17.368484, 78.421206]",android_13_pixel7,utilities,Mumbai,2,['new_device'],1,8.0
107,2025-11-20T07:43:37.668606Z,225,1,9372.35,2025-11-20T07:43:18.668606Z,"[17.368484, 78.421206]",android_13_pixel7,utilities,Mumbai,2,['new_device'],1,8.0
108,81e0e20a-740b-43a0-a73e-320e8807b57a,198,12,11111.16,2025-11-20T19:31:00.871952Z,"[22.976924, 72.637332]",windows_11_chrome,shopping,Mumbai,2,['new_device'],1,12.04
109,2025-11-20T19:31:30.871952Z,198,12,15133.73,2025-11-20T19:31:00.871952Z,"[22.976924, 72.637332]",windows_11_chrome,shopping,Mumbai,2,['new_device'],1,12.04
110,2025-11-20T19:31:22.871952Z,198,12,11539.94,2025-11-20T19:31:00.871952Z,"[22.976924, 72.637332]",android_11_samsung,shopping,Mumbai,2,['new_device'],1,12.04
111,cbd6f8f9-9c91-4a9c-8c5b-dba0f5c14e8d,110,57,1357.86,2025-11-20T09:53:54.034980Z,"[13.228401, 80.209388]",macos_ventura_safari,shopping,Hyderābād,2,['new_device'],1,15.53
112,2025-11-20T09:54:17.034980Z,110,57,1227.29,2025-11-20T09:53:54.034980Z,"[13.228401, 80.209388]",macos_ventura_safari,shopping,Hyderābād,2,['new_device'],1,15.53
113,2025-11-20T09:53:58.034980Z,110,57,1018.09,2025-11-20T09:53:54.034980Z,"[13.228401, 80.209388]",macos_ventura_safari,shopping,Hyderābād,2,['new_device'],1,15.53
114,516959eb-e3d3-4f4f-b878-60ae869a249c,72,54,2929.18,2025-11-20T07:53:44.197584Z,"[22.790359, 75.720077]",ios_16_iphone14,utilities,Ahmedabad,2,['new_device'],1,13.57
115,79465bd6-91ec-4afd-b2ae-c81b883f1900,27,13,43.06,2025-11-20T18:30:30.318636Z,"[21.232784, 72.877366]",web_opera,travel,Indore,2,['new_device'],1,11.66
116,2025-11-20T18:30:42.318636Z,27,13,40.39,2025-11-20T18:30:30.318636Z,"[21.232784, 72.877366]",ios_15_iphone13,travel,Indore,2,['new_device'],1,11.66
117,2025-11-20T18:30:55.318636Z,27,13,23.3,2025-11-20T18:30:30.318636Z,"[21.232784, 72.877366]",web_opera,travel,Indore,2,['new_device'],1,11.66
118,2025-11-20T18:30:55.318636Z,27,13,63.49,2025-11-20T18:30:30.318636Z,"[21.232784, 72.877366]",web_opera,travel,Indore,2,['new_device'],1,11.66
119,2025-11-20T18:30:54.318636Z,27,13,35.22,2025-11-20T18:30:30.318636Z,"[21.232784, 72.877366]",web_opera,travel,Indore,2,['new_device'],1,11.66
120,40bc99b7-1b5f-4810-8006-a190d390f770,2,29,2672.08,2025-11-20T12:44:07.522618Z,"[19.120019, 72.804392]",ios_17_iphone15,grocery,Sūrat,2,['new_device'],1,10.91
121,42c458ec-4efc-4910-ad3b-a8e407eba1ec,87,18,17899.77,2025-11-20T13:13:32.644437Z,"[18.461114, 73.888083]",linux_firefox,utilities,Indore,2,['new_device'],1,4.99
122,2025-11-20T13:13:45.644437Z,87,18,19722.2,2025-11-20T13:13:32.644437Z,"[18.461114, 73.888083]",web_chrome,utilities,Indore,2,['new_device'],1,4.99
123,2025-11-20T13:13:48.644437Z,87,18,18988.61,2025-11-20T13:13:32.644437Z,"[18.461114, 73.888083]",linux_firefox,utilities,Indore,2,['new_device'],1,4.99
124,2025-11-20T13:13:54.644437Z,87,18,24296.41,2025-11-20T13:13:32.644437Z,"[18.461114, 73.888083]",linux_firefox,utilities,Indore,2,['new_device'],1,4.99
125,6f42da52-91b1-4fec-85d7-116ec7f7f3d6,80,59,426.59,2025-11-20T14:35:58.827033Z,"[13.020791, 80.227825]",windows_11_chrome,food,Delhi,2,['new_device'],1,9.39
126,2025-11-20T14:36:04.827033Z,80,59,378.75,2025-11-20T14:35:58.827033Z,"[13.020791, 80.227825]",windows_11_chrome,food,Delhi,2,['new_device'],1,9.39
127,2025-11-20T14:36:16.827033Z,80,59,579.6,2025-11-20T14:35:58.827033Z,"[13.020791, 80.227825]",ios_15_iphone13,food,Delhi,2,['new_device'],1,9.39
128,283095e4-6266-417f-885b-6cfdfa4e0b05,84,59,471.19,2025-11-20T09:15:10.989402Z,"[21.034355, 79.039064]",android_10_oneplus,food,Delhi,0,[],0,12.46
129,cff8606b-2782-4878-bd11-16eb04b2ac67,259,39,3992.32,2025-11-20T14:35:59.110459Z,"[13.0548, 77.490746]",web_edge,grocery,Kolkāta,3,"['new_device', 'off_hours']",1,13.83
130,2025-11-20T14:36:29.110459Z,259,39,2803.63,2025-11-20T14:35:59.110459Z,"[13.0548, 77.490746]",android_11_samsung,grocery,Kolkāta,3,"['new_device', 'off_hours']",1,13.83
131,2025-11-20T14:36:24.110459Z,259,39,2032.99,2025-11-20T14:35:59.110459Z,"[13.0548, 77.490746]",web_edge,grocery,Kolkāta,3,"['new_device', 'off_hours']",1,13.83
132,2025-11-20T14:36:10.110459Z,259,39,5190.85,2025-11-20T14:35:59.110459Z,"[13.0548, 77.490746]",web_edge,grocery,Kolkāta,3,"['new_device', 'off_hours']",1,13.83
133,da2400d1-8d82-4cca-938c-5443d88554b6,184,54,14516.38,2025-11-20T13:06:21.294239Z,"[22.542487, 88.316763]",android_10_oneplus,utilities,Ahmedabad,2,['new_device'],1,5.81
134,2025-11-20T13:06:30.294239Z,184,54,13694.92,2025-11-20T13:06:21.294239Z,"[22.542487, 88.316763]",android_10_oneplus,utilities,Ahmedabad,2,['new_device'],1,5.81
135,2025-11-20T13:06:42.294239Z,184,54,9376.35,2025-11-20T13:06:21.294239Z,"[22.542487, 88.316763]",android_10_oneplus,utilities,Ahmedabad,2,['new_device'],1,5.81
136,2025-11-20T13:06:28.294239Z,184,54,19886.73,2025-11-20T13:06:21.294239Z,"[22.542487, 88.316763]",android_10_oneplus,utilities,Ahmedabad,2,['new_device'],1,5.81
137,2025-11-20T13:06:43.294239Z,184,54,10782.31,2025-11-20T13:06:21.294239Z,"[22.542487, 88.316763]",android_10_oneplus,utilities,Ahmedabad,2,['new_device'],1,5.81
138,7b3aad45-15a4-40a7-aa8e-a0860afeec26,262,50,670.88,2025-11-20T13:46:33.497926Z,"[26.807376, 75.693117]",web_opera,grocery,Mumbai,2,['new_device'],1,12.31
139,2025-11-20T13:46:45.497926Z,262,50,779.11,2025-11-20T13:46:33.497926Z,"[26.807376, 75.693117]",web_opera,grocery,Mumbai,2,['new_device'],1,12.31
140,2025-11-20T13:47:00.497926Z,262,50,449.65,2025-11-20T13:46:33.497926Z,"[26.807376, 75.693117]",web_opera,grocery,Mumbai,2,['new_device'],1,12.31
141,2025-11-20T13:46:57.497926Z,262,50,363.53,2025-11-20T13:46:33.497926Z,"[26.807376, 75.693117]",web_opera,grocery,Mumbai,2,['new_device'],1,12.31
142,534ca1a3-28c0-426f-8cd0-d6dfa5ff1552,227,6,2426.7,2025-11-20T14:35:59.680896Z,"[17.712543, 83.283488]",web_edge,shopping,Bangalore,3,"['new_device', 'off_hours']",1,4.56
143,2025-11-20T14:36:03.680896Z,227,6,1927.79,2025-11-20T14:35:59.680896Z,"[17.712543, 83.283488]",web_edge,shopping,Bangalore,3,"['new_device', 'off_hours']",1,4.56
